reference__x,reference__y,reference__x,reference__y
2090.016486669241,819.6783378947791,1801.066956017666,917.5367804450938
1970.921899993711,1008.785108869706,1787.085403176339,912.9178992803373
2117.382501566694,1099.4753062615519,1772.894053970979,908.9906240416368
2060.614418922548,1008.472241226986,1758.527096604839,905.7644158790308
2094.914396344536,970.6942818142055,1744.019142336608,903.2470470105657
2153.2560842441508,943.4035458059731,1729.405142098868,901.4445819983409
2151.0348639117738,819.592693070988,1714.720302298226,900.3613631384483
2193.408366871876,607.6907210450657,1700.0,900.0
2091.166498597726,944.3814120073993,1700.0,900.0
2041.3976948096877,930.2210966222584,1690.625,900.0
2052.6683383506256,952.3254172280933,1681.25,900.0
2049.676648073782,889.6006915955585,1671.875,900.0
2055.1300523438044,936.9854642890473,1662.5,900.0
2067.853732464218,874.7968280738461,1653.125,900.0
2017.5808640758487,911.1505497304044,1643.75,900.0
2036.3103015104268,949.6713328115025,1634.375,900.0
1943.2152721729644,988.6688598331947,1625.0,900.0
2073.403802919254,799.7962035438485,1615.625,900.0
2095.1012270665724,789.7033363801398,1606.25,900.0
2057.3027308563405,737.2072471102845,1596.875,900.0
2048.25450897122,759.3386197065237,1587.5,900.0
2034.1836827703485,744.741492805424,1578.125,900.0
2025.4755212408588,755.8087793678103,1568.75,900.0
2012.8651946323223,726.2028934587668,1559.375,900.0
1921.4895476839215,892.2807429577247,1550.0,900.0
1917.9587725901524,921.690416327127,1540.625,900.0
1894.411622447019,923.6978244944704,1531.25,900.0
1885.6595692018927,905.131931605701,1521.875,900.0
1882.554417031427,872.358888092963,1512.5,900.0
1876.0784731642593,873.624556600526,1503.125,900.0
1881.1657247805745,847.8032309174954,1493.75,900.0
1868.3127901154226,836.7565475590965,1484.375,900.0
1866.6376312918549,857.5891749365691,1475.0,900.0
1827.5680898023668,748.6633973419243,1465.625,900.0
1806.800151215992,756.9621824916859,1456.25,900.0
1801.6841631334985,607.9339593940188,1446.875,900.0
1828.0296302705535,600.2616963547964,1437.5,900.0
1894.0407451200847,591.2596548213832,1428.125,900.0
1878.3589053451335,595.3030781232654,1418.75,900.0
1913.386754277769,591.5493433500993,1409.375,900.0
1958.5397998301387,564.5473207831952,1400.0,900.0
1991.5590666742628,315.3452393162429,1400.0,900.0
1874.8468008618609,579.6253339537709,1392.75087642916,900.0875957759422
1995.5204308170487,558.2346238052112,1385.505986142348,900.350331950302
1930.174950212815,331.5048792091505,1378.269559951471,900.7880550925527
2002.1341902780903,548.2482361237771,1371.045823725646,901.4005095847053
2028.421143435865,520.9837882814254,1363.838995923403,902.1873377705838
1965.8927484008207,330.13508569584485,1356.653285129234,903.1480801646846
1961.4088293321383,352.1222225635396,1349.492887595889,904.2821757205047
1917.956283648092,307.82299545173555,1342.361984793888,905.588962158176
1740.0223215301505,705.5534709048824,1335.264740969658,907.0676763512183
1619.1151954548827,787.4561324039427,1328.205300713733,908.7174547721844
1584.818437858229,770.2215227706181,1321.187786540424,910.5373339969345
1586.2919678521343,784.9662257071111,1314.216296480393,912.5262512672501
1594.7341239504244,809.5530416205818,1307.294901687516,914.683045111454
1584.8570379141509,813.1390756357571,1300.427644061441,917.0064560226771
1597.3272659764868,834.8659628926115,1293.618533887239,919.4951271943755
1578.568835272828,784.9664235780806,1286.871547493504,922.1476053126671
1553.3397705233206,800.3826052782455,1280.190624930291,924.9623414050252
1562.866520624148,779.1391140352218,1273.579667668241,927.9376917448365
1552.976812001887,794.4174794902773,1267.042536320228,931.0719188112889
1529.274468805017,755.9981834936449,1260.583048386869,934.363192304037
1540.6827283563598,720.8612867141569,1254.204976027218,937.8095902120447
1542.9754939635295,775.0205317826287,1247.912043855923,941.4090999359853
1505.131588114848,749.7440102833093,1241.70792676816,945.1596194635437
1539.316915310588,691.6035617755349,1235.596247793599,949.0589585969319
1472.569868746981,635.1533007165859,1229.580575980653,953.104840231903
1510.5118600792991,687.9921883064087,1223.664424312258,957.2949016875158
1464.0947195957046,733.0389465731243,1217.851247654387,961.6266960858737
1481.7389575109241,717.7130713936236,1212.144440738506,966.0976937810333
1440.4253272467429,810.8060940736334,1206.547336179149,970.7052838362455
1417.5456989093173,836.5959448138613,1201.063202527761,975.4467755486696
1446.1515303988808,821.8913553370248,1195.695242363961,980.3194000206679
1430.1280255492914,829.7201750841176,1190.446590425319,985.3203117767637
1425.840185186669,812.2244999937586,1185.320311776764,990.4465904253188
1418.866153369531,737.544726794202,1180.319400020668,995.6952423639609
1394.5301853611832,755.4245807994894,1175.44677554867,1001.063202527761
1356.164794316416,710.6272151830983,1170.705283836246,1006.547336179149
1349.8188678877261,707.9950528961526,1166.097693781033,1012.144440738506
1348.556426808874,602.0832657039947,1161.626696085874,1017.851247654387
1350.4068372039853,609.3767684058349,1157.294901687516,1023.664424312258
1311.995861953303,604.3445137943523,1153.104840231903,1029.580575980653
1275.4228072794494,673.1947193156717,1149.058958596932,1035.596247793599
1295.2912472786184,773.8841256160621,1145.159619463544,1041.70792676816
1274.3035881837664,762.406210784573,1141.409099935985,1047.912043855923
1274.675379037716,673.1512766976607,1137.809590212045,1054.204976027218
1229.2713129055776,670.4658856861182,1134.363192304037,1060.583048386869
1121.0668569671418,1019.371131510657,1131.071918811289,1067.042536320228
1212.8877681411127,755.958883264949,1127.937691744836,1073.579667668241
1188.1014769688556,747.3896581013529,1124.962341405025,1080.190624930291
1194.717553211219,780.3424535223821,1122.147605312667,1086.871547493504
1189.402816084613,702.890936492468,1119.495127194376,1093.618533887239
1154.568168304317,807.1655754650204,1117.006456022677,1100.427644061441
1150.6261404019351,857.0161286280565,1114.683045111454,1107.294901687516
1169.5612581300152,845.4975808036484,1112.52625126725,1114.216296480393
1145.8527333785883,874.9636072353843,1110.537333996935,1121.187786540424
1167.8672353464449,873.6759542278522,1108.717454772184,1128.205300713733
1136.9539187649723,839.5970781978099,1107.067676351218,1135.264740969658
1158.7645082327967,894.0201146104214,1105.588962158176,1142.361984793888
1125.310431412393,921.9493320394362,1104.282175720505,1149.492887595889
1150.37957928223,907.1456620348415,1103.148080164685,1156.653285129234
1129.4636157191162,929.1153379711697,1102.187337770584,1163.838995923403
1120.776559082938,890.7444817146019,1101.400509584705,1171.045823725645
1128.7615532685695,898.6635341209875,1100.788055092553,1178.269559951471
1095.1685890264187,940.9711314965239,1100.350331950302,1185.505986142348
1106.2520490186591,929.5131738637282,1100.087595775942,1192.75087642916
1110.5689197582167,941.1043043985792,1100.0,1200.0
1093.347001866468,943.6722448223476,1100.0,1250.0
1097.6789310883803,975.328598007544,1100.0,1261.290322580645
1109.2185067007656,969.1633649982408,1100.0,1272.58064516129
1116.8600202092664,981.032518242885,1100.0,1283.870967741936
1102.874281732106,970.2626567284152,1100.0,1295.161290322581
1120.3562414814814,886.3441070673482,1100.0,1306.451612903226
1132.0970069476512,935.7634012078518,1100.0,1317.741935483871
1099.585664744055,960.5506283305672,1100.0,1329.032258064516
1095.9282099108966,994.3605950556116,1100.0,1340.322580645161
1089.7142851566766,1011.3250756054323,1100.0,1351.612903225806
1071.9189276525574,1093.149495651586,1100.0,1362.903225806452
1078.6809472540986,1067.1651384988638,1100.0,1374.193548387097
1050.136338714628,1095.5541704373493,1100.0,1385.483870967742
1043.1634562317618,1185.053852079453,1100.0,1396.774193548387
1088.8832962436793,1099.007181059299,1100.0,1408.064516129032
1070.5872595427184,1134.4958873911432,1100.0,1419.354838709678
1050.6417223911092,1095.4354716093735,1100.0,1430.645161290323
1098.9136823501458,1070.871474279003,1100.0,1441.935483870968
1086.6979936337757,1094.2020578353652,1100.0,1453.225806451613
1096.6299801395323,1104.8554073252394,1100.0,1464.516129032258
1082.1183537707846,1124.6093297975403,1100.0,1475.806451612903
1081.7439524991075,1135.5048208658964,1100.0,1487.096774193548
1054.6229322151103,1114.018655288939,1100.0,1498.387096774194
985.6235998968783,1140.5257684953335,1100.0,1509.677419354839
1108.6179073980304,1227.6311592576355,1100.0,1520.967741935484
1206.8365728511192,1351.1742257249218,1100.0,1532.258064516129
1077.1716364510994,1258.014843805255,1100.0,1543.548387096774
1154.2789858423218,1354.905686234218,1100.0,1554.83870967742
1018.5498570076503,1229.7094386132424,1100.0,1566.129032258064
1031.6463117026942,1274.877806882744,1100.0,1577.41935483871
1024.4066582153382,1268.14346735897,1100.0,1588.709677419355
1037.1003248071445,1280.1833510675626,1100.0,1600.0
1048.3322808609807,1328.6041022383142,1100.0,1611.290322580645
1057.3833774522016,1286.5192080865525,1100.0,1622.58064516129
1093.1275595853672,1330.0855095295585,1100.0,1633.870967741936
1064.1465951929395,1365.9941927822774,1100.0,1645.161290322581
1043.8784204982821,1363.051433168085,1100.0,1656.451612903226
1092.2311396316493,1345.0169822619757,1100.0,1667.741935483871
1082.553830075211,1355.662286960975,1100.0,1679.032258064516
1111.3193790350406,1371.2681887287054,1100.0,1690.322580645161
1064.7458452954609,1330.35307690641,1100.0,1701.612903225806
1080.6474764578434,1337.2647652550258,1100.0,1712.903225806452
1087.8146703963748,1355.6916158762601,1100.0,1724.193548387097
1106.1531978665655,1380.1279407218956,1100.0,1735.483870967742
1101.438064634692,1381.967374681848,1100.0,1746.774193548387
1100.824256547733,1404.9659853476114,1100.0,1758.064516129032
1075.9428000338332,1417.5086115734568,1100.0,1769.354838709678
1066.05176742128,1486.4436863217732,1100.0,1780.645161290322
1075.3048766825664,1492.7274999621081,1100.0,1791.935483870968
1048.1478254873796,1506.91555029697,1100.0,1803.225806451613
1082.4568759576907,1549.5443610946772,1100.0,1814.516129032258
1082.5159626800166,1548.5320257659218,1100.0,1825.806451612903
1092.4705189699723,1558.7114044060252,1100.0,1837.096774193548
1125.9894452999383,1591.658506621195,1100.0,1848.387096774194
1082.4568759576907,1549.5443610946772,1100.0,1859.677419354839
1078.3926569248397,1542.286454159074,1100.0,1870.967741935484
1094.314049903132,1540.34997367468,1100.0,1882.258064516129
1077.8841766481778,1525.342932316576,1100.0,1893.548387096774
1071.9120469986174,1551.509409448742,1100.0,1904.83870967742
1036.3880861468072,1580.3320250612837,1100.0,1916.129032258064
1096.6557649567396,1641.586844522847,1100.0,1927.41935483871
1134.3494193248607,1647.7878390758533,1100.0,1938.709677419355
1213.5379922590043,1717.815291052687,1100.0,1950.0
1264.5177318998922,1696.784747906984,1100.0,1950.000224664112
1126.6200501639976,1568.5805213703916,1107.894736842105,1961.021957586092
1039.2345691320133,1576.7489469579243,1115.78947368421,1972.035320594325
1048.0278424185633,1662.414037555512,1123.684210526316,1983.031950301658
1072.4929935368816,1714.4673235152147,1131.578947368421,1994.003496027964
1101.9676719232423,1680.0351373107733,1139.473684210526,2004.941626141527
1087.2455695645247,1697.3375705267179,1147.368421052632,2015.838034385957
1069.0928618988928,1764.5863386250544,1155.263157894737,2026.684446187844
1097.148120242467,1736.248851900798,1163.157894736842,2037.472624940346
1095.8110236970117,1730.012913304956,1171.052631578948,2048.194378257951
1046.0299135574535,1790.754433301313,1178.947368421052,2058.841564197649
1108.5090251256972,1739.939577612406,1186.842105263158,2069.406097441813
1082.4270515337382,1749.0350628983604,1194.736842105263,2079.879955438064
1058.4286268989579,1782.4534011583153,1202.631578947368,2090.255184491483
1099.3440916097659,1783.400292320543,1210.526315789474,2100.523905804534
1111.2567921999375,1786.0866858168254,1218.421052631579,2110.678321460101
1129.2337116046378,1765.0646206917181,1226.315789473684,2120.710720343118
1133.1370094703689,1790.442703964842,1234.21052631579,2130.613483996276
1114.8021000338163,1841.86844238716,1242.105263157895,2140.379092405366
1022.0715426639283,1900.5157994423241,1250.0,2150.000129709872
1064.7263744015795,1990.152299298512,1257.894736842105,2159.469289834462
1059.843906149418,1923.4623663750133,1265.78947368421,2168.779382037123
1094.765880641864,1935.9519395135267,1273.684210526316,2177.923336369697
1096.3100065431126,1889.0296417130094,1281.578947368421,2186.894209046699
1143.1774379034355,1881.8537041660582,1289.473684210526,2195.685187718332
1096.0859341067621,1891.2708784024426,1297.368421052632,2204.289596643676
1092.2619846793339,1897.449228611681,1305.263157894737,2212.700901760159
1066.8692970154825,1938.5230222087787,1313.157894736842,2220.912715645421
1106.193029550387,1903.157813003228,1321.052631578947,2228.918802367831
1145.0193434123914,2032.30006166939,1328.947368421053,2236.713082221964
1275.4699486540226,1750.6223322987796,1336.842105263158,2244.28963634544
1319.7059804137234,1607.4304976644446,1344.736842105263,2251.642711213623
1354.557366424998,1628.861157122755,1352.631578947368,2258.766723008761
1265.7790472903623,1731.4007978330899,1360.526315789474,2265.656261860256
1226.0745742623333,1830.0551422488725,1368.421052631579,2272.306095952842
1246.099415817846,1803.9372626494107,1376.315789473684,2278.711175499551
1248.7051872669601,1862.6385181563635,1384.21052631579,2284.866636576444
1202.4485841059047,1913.0847277244532,1392.105263157895,2290.767804816205
1167.1949499770747,1881.0733708680007,1400.0,2296.410198957788
1116.4165150380313,2241.3217884609335,1407.894736842105,2301.789534249421
1332.7042260810674,1725.0946301472984,1415.78947368421,2306.901725702384
1267.2351333237762,1901.4208778836119,1423.684210526316,2311.742891193089
1371.5029215840607,1846.0565740126935,1431.578947368421,2316.30935441111
1297.4015665017928,1994.0654794291677,1439.473684210526,2320.597647650916
1361.7462533077037,2086.976116048014,1447.368421052632,2324.604514445201
1306.7522770780524,2175.736435496638,1455.263157894737,2328.326912037792
1338.399539498752,2056.899804901382,1463.157894736842,2331.762013694278
1450.0210109032078,2128.3692639755263,1471.052631578947,2334.90721084859
1428.9557903092111,2119.7846671943344,1478.947368421052,2337.760115083906
1345.07098139487,2032.7988044966787,1486.842105263158,2340.318559946383
1483.3089611488313,2060.6359621108354,1494.736842105263,2342.580602590326
1667.8763783454608,1862.2012875137737,1502.631578947368,2344.544525253562
1703.125405917014,1860.0041604652902,1510.526315789474,2346.208836561879
1658.733335042715,1956.3595825914826,1518.421052631579,2347.572272661559
1632.7300536661503,1945.3664909954807,1526.315789473684,2348.633798179121
1576.473707174337,1938.3244613458055,1534.21052631579,2349.39260700758
1585.8998975817576,1980.370020403446,1542.105263157895,2349.848122918585
1552.8217113060941,1981.383645988752,1550.0,2350.0
1518.4588932769514,1985.5816655464514,1557.894736842105,2349.848122918585
1409.0218864558383,1964.0647788084434,1565.78947368421,2349.39260700758
1385.0013941172442,1955.3579569832627,1573.684210526316,2348.633798179121
1389.7005388970103,2053.916512725167,1581.578947368421,2347.572272661559
1405.796618558032,1982.8065907314283,1589.473684210526,2346.208836561879
1389.7425844986644,2058.5816795561573,1597.368421052632,2344.544525253562
1446.7745036804804,2050.0803723888207,1605.263157894737,2342.580602590326
1401.4786242105404,2034.567917023947,1613.157894736842,2340.318559946383
1431.012200919858,2079.129692672202,1621.052631578948,2337.760115083906
1430.7629960689126,2052.56340119719,1628.947368421052,2334.90721084859
1461.8839785586667,2065.3607625568125,1636.842105263158,2331.762013694278
1557.2596447007022,2022.3260246024747,1644.736842105263,2328.326912037792
1604.7570271793622,2092.198035508388,1652.631578947368,2324.604514445201
1624.677209576775,2090.19882005927,1660.526315789474,2320.597647650916
1636.0180229295627,2113.311602751978,1668.421052631579,2316.30935441111
1635.147231088124,2147.984302476168,1676.315789473684,2311.742891193089
1715.9175121539654,2197.426717189295,1684.21052631579,2306.901725702384
1669.1304282933602,2164.030114285155,1692.105263157895,2301.789534249421
1723.2332488738523,2155.506629554892,1700.0,2296.410198957788
1660.4736544311172,2080.8566044837808,1707.894736842105,2290.767804816205
1750.857602677234,2128.096594382227,1715.78947368421,2284.866636576444
1765.7500635803372,2119.37606579013,1723.684210526316,2278.711175499551
1776.9186170081941,2173.319705978588,1731.578947368421,2272.306095952842
1800.6673581315756,2176.0705028101447,1739.473684210526,2265.656261860256
1813.7508157208522,2169.087191900395,1747.368421052632,2258.766723008761
1812.810180325564,2215.520000026743,1755.263157894737,2251.642711213623
1857.7125939184396,2150.325271497592,1763.157894736842,2244.28963634544
1893.2197978754857,2204.0893506322336,1771.052631578947,2236.713082221964
1873.872318130778,2175.180193397575,1778.947368421052,2228.918802367831
1888.3762754419722,2183.456092424518,1786.842105263158,2220.912715645421
1760.0925318855675,2226.003648160415,1794.736842105263,2212.700901760159
1892.7306734440338,2177.500780638731,1802.631578947368,2204.289596643676
1901.0737436688057,2136.4994030822827,1810.526315789474,2195.685187718332
1918.2638033478172,2122.7712281594354,1818.421052631579,2186.894209046699
1895.1824554173963,2180.00823283933,1826.315789473684,2177.923336369697
1887.8032467882647,2089.8395673421105,1834.21052631579,2168.779382037123
1864.7545177393906,2084.4726937496002,1842.105263157895,2159.469289834462
1846.1743062982887,2132.714125656383,1850.0,2150.000129709872
1908.325439508784,2095.2114642062197,1857.894736842105,2140.379092405366
1850.7300425632636,2156.534074600475,1865.78947368421,2130.613483996276
1901.2176472219128,2039.342705950339,1873.684210526316,2120.710720343118
1897.986566822242,2053.1847582282767,1881.578947368421,2110.678321460101
1913.5501695165876,2053.952026176221,1889.473684210526,2100.523905804534
1917.1653331594582,1980.0479824446904,1897.368421052632,2090.255184491483
1737.3564169383362,1968.403396868585,1905.263157894737,2079.879955438064
1942.821657849681,2058.44000188477,1913.157894736842,2069.406097441813
1896.4862469125042,1984.5165616382142,1921.052631578947,2058.841564197649
2031.6821349842523,2073.7194510919558,1928.947368421052,2048.194378257951
2039.049584979883,2041.4623041873845,1936.842105263158,2037.472624940346
2063.0326314265535,1940.878269866546,1944.736842105263,2026.684446187844
2027.4266386283794,1975.3532943629386,1952.631578947368,2015.838034385957
2039.5676268460113,1950.8508547696285,1960.526315789474,2004.941626141527
2033.8828330904105,1968.9595468137538,1968.421052631579,1994.003496027964
2071.8218004861374,1911.423674067723,1976.315789473684,1983.031950301658
2116.630037714911,1969.9373961588037,1984.21052631579,1972.035320594325
2057.3698814138334,1987.461074127764,1992.105263157895,1961.021957586092
2067.3701941096706,1926.7682706539483,2000.0,1950.000224664112
2082.5806159315207,1952.3876683678202,2000.0,1950.0
2104.9265461607793,1917.52609812129,2000.0,1937.931034482759
2139.3419857521744,1924.679540157969,2000.0,1925.862068965517
2164.587556604677,1994.3242680205578,2000.0,1913.793103448276
2188.2639244354855,1992.9862801977529,2000.0,1901.724137931034
2234.4253979493956,1938.5524796481595,2000.0,1889.655172413793
2260.735074378376,1966.995868106438,2000.0,1877.586206896552
2269.000082938491,1987.8186492825407,2000.0,1865.51724137931
2294.5366867023845,2015.2038269355492,2000.0,1853.448275862069
2392.620539337288,2285.0227526070657,2000.0,1841.379310344828
2316.0235128903764,2129.0289354709244,2000.0,1829.310344827586
2358.5362772268973,2116.764660507061,2000.0,1817.241379310345
2206.7699145085444,1924.8507686729372,2000.0,1805.172413793103
2204.0958595879997,1869.5539739723458,2000.0,1793.103448275862
2274.8680050106886,1943.4002681576787,2000.0,1781.034482758621
2225.063280957431,1948.3364777343866,2000.0,1768.965517241379
2255.214569676478,1826.7202676578445,2000.0,1756.896551724138
2242.488846835458,1911.264151325505,2000.0,1744.827586206897
2280.683036684365,1782.167541743967,2000.0,1732.758620689655
2262.514467921132,1751.7054089351298,2000.0,1720.689655172414
2238.3784140945786,1806.1366829582266,2000.0,1708.620689655172
2238.3784140945786,1806.1366829582266,2000.0,1696.551724137931
2254.5391501292934,1790.745162338141,2000.0,1684.48275862069
2232.5605573704597,1801.5655245544203,2000.0,1672.413793103448
2258.850126341103,1652.4823409962798,2000.0,1660.344827586207
2262.2084829711707,1656.2715330473109,2000.0,1648.275862068966
2263.7537583830003,1644.7997832818396,2000.0,1636.206896551724
2270.773788663369,1675.7775859983424,2000.0,1624.137931034483
2285.245401673516,1634.0966532889906,2000.0,1612.068965517241
2274.0192258919083,1627.477365834957,2000.0,1600.0
2252.9282759640128,1618.0498557466733,2000.0,1600.0
2253.7405262414327,1548.5449136572713,2000.0,1585.416666666667
2240.2030529301614,1562.211234140582,2000.0,1570.833333333333
2238.293131598173,1566.0968615598372,2000.0,1556.25
2187.839121035774,1587.7763051516374,2000.0,1541.666666666667
2175.902510486364,1491.7386321344982,2000.0,1527.083333333333
2141.8278970628335,1516.9063165699133,2000.0,1512.5
2157.7706478143123,1441.9786884376915,2000.0,1497.916666666667
2166.875885088095,1403.2510881256458,2000.0,1483.333333333333
2183.85054076936,1414.305621393835,2000.0,1468.75
2150.7678200840924,1388.823239133519,2000.0,1454.166666666667
2114.9734896958457,1355.4856734915347,2000.0,1439.583333333333
2175.198973212883,1408.459337368635,2000.0,1425.0
2147.0901051549536,1319.0234568857961,2000.0,1410.416666666667
2128.434872654871,1327.6184890430989,2000.0,1395.833333333333
2189.141712318188,1257.1402873491909,2000.0,1381.25
2184.228915037863,1251.7794043241636,2000.0,1366.666666666667
2185.4792156769154,1251.6603510209782,2000.0,1352.083333333333
2235.690557704827,1315.5184219911605,2000.0,1337.5
2132.820331347743,1203.7869087889376,2000.0,1322.916666666667
2225.214079203272,1283.0094940325619,2000.0,1308.333333333333
2251.49865190094,1335.8440244016267,2000.0,1293.75
2259.9799804065974,1231.1469866927528,2000.0,1279.166666666667
2215.461631453063,1143.5814693455136,2000.0,1264.583333333333
2286.8651023989823,1172.5958668150895,2000.0,1250.0
2299.2058684729973,1156.548396623666,2000.0,1200.0
2276.7394308683574,1174.4383180187663,1999.779854315243,1188.509179892989
2273.943467270497,1149.4845729208625,1999.119740355122,1177.035224149051
2296.7381872805513,1187.726728879966,1998.020626927902,1165.59497238048
2241.9210270498093,1152.330863248373,1996.484127134104,1154.205214734338
2276.7394308683574,1174.4383180187663,1994.512495999056,1142.8826672506
2252.808197161589,1136.5649493980354,1992.108627163334,1131.643947329059
2272.1645676797007,1153.355451427235,1989.276048635942,1120.505549341001
2199.298380072116,1170.1829271639353,1986.018917616479,1109.483820421442
2229.0493562683896,1087.8038289217195,1982.342014393869,1098.594936477449
2233.085968295534,1123.6252822600798,1978.250735330628,1087.854878447769
2310.7571754443625,1101.460200189459,1973.751084942965,1077.279408848598
2296.579999255632,1120.8231829694093,1968.849667088317,1066.884048639912
2273.3467865336297,1036.6165793574003,1963.553675273283,1056.684054446321
2214.167667817419,1000.6294327456658,1957.87088209616,1046.694396165867
2174.1948844911003,972.3961705138843,1951.809627839585,1036.929734999634
2200.4833812634015,980.9542791007857,1945.378808230015,1027.404401934414
2233.9537355769057,1002.3779540296721,1938.587861382028,1018.132376710009
2229.9778550193323,933.4965363316949,1931.446753946583,1009.127267302032
2175.9474530798875,902.6898261539686,1923.965966483589,1000.40228995033
2267.1886977254767,911.2391590401924,1916.156478080236,991.9702497623275
2359.2478640871445,854.8331804418718,1908.029750237672,983.8435219197638
2193.726003612945,984.8019152302093,1899.59771004967,976.0340335164112
2289.608883297092,826.2005059565304,1890.872732697968,968.5532460534171
2136.9952970989893,903.345685188685,1881.867623289991,961.412138617972
2103.4427051207963,913.6061255697771,1872.595598065586,954.6211917699846
2153.8594280981692,977.3225137368066,1863.070265000366,948.190372160415
2129.568105227585,938.9249234465136,1853.305603834133,942.1291179038396
2096.9823050761083,892.7389177687302,1843.315945553679,936.4463247267172
2101.300692243643,919.9691318720414,1833.115951360088,931.1503329116833
2055.0136698384777,911.2440509446941,1822.720591151402,926.248915057035
2058.0114392304235,879.2476346786653,1812.145121552231,921.7492646693715
2021.5968912701358,854.9288096652166,1801.405063522551,917.6579856061314
1966.6604174314825,901.4796451135398,1790.516179578558,913.9810823835207
1991.0660623660506,833.7373066701365,1779.494450658998,910.7239513640577
2046.3308639898814,838.8278813732736,1768.356052670941,907.8913728366663
2036.5219034964095,798.3224817583905,1757.1173327494,905.4875040009435
2040.5103455556155,778.3340881159032,1745.794785265662,903.5158728658955
2004.2687613185835,769.1943824727989,1734.40502761952,901.9793730720975
2017.7049102778776,770.2118562390592,1722.964775850949,900.8802596448779
2006.4411961864398,599.7392619554292,1711.490820107011,900.220145684757
2161.9509812647348,568.0046463259246,1700.0,900.0
1827.5594744875516,910.1175393450336,1700.0,900.0
1799.0508781632122,904.946638780369,1690.909090909091,900.0
1850.9079306092353,920.4519601298193,1681.818181818182,900.0
1880.9764081353887,828.7678855225165,1672.727272727273,900.0
1842.0809913316211,816.5687247004174,1663.636363636364,900.0
1821.6857850921679,763.4366378097895,1654.545454545455,900.0
1856.9968866436075,771.0776873389904,1645.454545454545,900.0
1791.3048005371038,768.1828155657448,1636.363636363636,900.0
1840.9552061410225,690.0835706151933,1627.272727272727,900.0
1844.596583174227,738.324008873056,1618.181818181818,900.0
1858.0816574963167,697.3757920877973,1609.090909090909,900.0
1931.4408455642856,589.5832167383239,1600.0,900.0
2046.1437736937953,562.7335486748975,1590.909090909091,900.0
1897.5387331582292,602.5596290093421,1581.818181818182,900.0
1909.728244535869,596.1450976800605,1572.727272727273,900.0
1901.7847603098344,587.1107609813118,1563.636363636364,900.0
1980.2745904339956,312.54745576399705,1554.545454545455,900.0
1976.6453730119179,330.93926634204496,1545.454545454545,900.0
1959.3890777068152,320.86439203031733,1536.363636363636,900.0
1994.0265851393751,478.9390147747232,1527.272727272727,900.0
1984.5865364599335,403.48477930572267,1518.181818181818,900.0
1968.9651097545088,323.7246138758779,1509.090909090909,900.0
1927.880859621879,305.6981483938185,1500.0,900.0
1940.0681238288796,335.7625615831044,1490.909090909091,900.0
1722.0731516148085,632.2739912614034,1481.818181818182,900.0
1664.558091587354,802.2700988826159,1472.727272727273,900.0
1628.7768987358431,816.8260568769491,1463.636363636364,900.0
1647.135900995895,801.0370949796533,1454.545454545455,900.0
1639.4726829724339,847.3714309317894,1445.454545454545,900.0
1596.7989822223167,818.9309869317024,1436.363636363636,900.0
1558.573976986454,802.6021345347094,1427.272727272727,900.0
1599.0841782657337,824.9403143714909,1418.181818181818,900.0
1577.0639060001417,808.3900060631265,1409.090909090909,900.0
1541.0608731083307,779.0602126406452,1400.0,900.0
1516.4660865254016,770.1885359686063,1400.0,900.0
